BAS.INSTNAME,Country,BAS.WEBSITE
"Conservatorio di UDINE ""Jacopo Tomadini""",Italy,http://www.conservatorio.udine.it/
"Conservatorio di VENEZIA ""Benedetto Marcello"" - palazzo pisani",Italy,https://www.conservatoriovenezia.eu/
"Conservatorio di VERONA ""E. F. dall’Abaco""",Italy,http://www.conservatorioverona.it
"Conservatorio di VIBO VALENTIA ""Fausto Torrefranca""",Italy,https://consvv.it/?utm_source=studyqa.com&utm_medium=program-page&utm_campaign=default
"Conservatorio di VICENZA ""Arrigo Pedrollo""",Italy,http://www.consvi.it
Istituto Superiore di Studi Musicali di AOSTA della Valle d'Aosta,Italy,https://www.consaosta.it/
"Istituto Superiore di Studi Musicali di BERGAMO ""Gaetano Donizetti""",Italy,http://www.consbg.it/
"Conservatorio di CALTANISSETTA ""Vincenzo Bellini""",Italy,https://www.issmbellini.cl.it
"Conservatorio di CATANIA ""Vincenzo Bellini""",Italy,http://www.istitutobellini.it/
"Conservatorio di CREMONA ""Claudio Monteverdi""",Italy,http://www.istitutomonteverdi.it
"Conservatorio di GALLARATE (VA) ""Giacomo Puccini""",Italy,http://www.issmpuccinigallarate.it/
"Conservatorio di LIVORNO ""Pietro Mascagni""",Italy,http://www.consli.it/
"Conservatorio di LUCCA ""Luigi Boccherini""",Italy,http://www.boccherini.it
"Conservatorio di NOCERA TERINESE (CZ) ""P.I. Tchaikovsky""",Italy,https://www.conscz.it/
"Conservatorio di PAVIA ""Franco Vittadini""",Italy,https://conspv.it/
"Conservatorio di RAVENNA ""Giuseppe Verdi""",Italy,https://www.verdiravenna.it/
"Conservatorio di RIMINI ""G. Lettimi""",Italy,http://www.istitutolettimi.it
"Conservatorio di SIENA ""Rinaldo Franci""",Italy,http://www.istitutofranci.com
"Conservatorio di TARANTO ""Giovanni Paisiello""",Italy,http://www.paisiello.it
"Conservatorio di TERAMO ""Gaetano Braga""",Italy,http://www.istitutobraga.it
"Conservatorio di TERNI ""Giulio Briccialdi""",Italy,http://www.briccialditerni.it
Istituto Superiore per le Industrie Artistiche (ISIA) di FAENZA (RA),Italy,http://www.isiafaenza.it
Istituto Superiore per le Industrie Artistiche (ISIA) di FIRENZE,Italy,http://www.isiadesign.fi.it
Istituto Superiore per le Industrie Artistiche (ISIA) di ROMA,Italy,http://www.isiaroma.it/
Istituto Superiore per le Industrie Artistiche (ISIA) di URBINO (PU),Italy,https://isiaurbino.net
LINK CAMPUS University,Italy,http://www.unilink.it
"Conservatorio di MODENA e CARPI ""Orazio Vecchi - Antonio Tonelli""",Italy,https://www.vecchitonelli.it/
"Conservatorio di REGGIO EMILIA e CASTELNOVO NE' MONTI ""Achille Peri e Merulo""",Italy,https://peri-merulo.it/
"Conservatorio di RIBERA (AG) ""Arturo Toscanini""",Italy,http://www.istitutotoscanini.it
Humanitas University,Italy,http://www.hunimed.eu
Gran Sasso Science Institute,Italy,http://cs.gssi.it/
Istituto Superiore per le Industrie Artistiche (ISIA) di PESCARA,Italy,http://www.isiadesign.pe.it
UniCamillus - Saint Camillus International University of Health Sciences,Italy,https://www.unicamillus.org/
"Politecnico delle Arti di BERGAMO ""Gaetano Donizetti - Giacomo Carrara""",Italy,https://www.poliartibg.it/
Scuola Superiore Meridionale di Napoli,Italy,https://www.ssmeridionale.it/
European University Institute,Italy,http://www.eui.eu/
Universität Liechtenstein,Lichtenstein,http://www.uni.li
Private Universität im Fürstentum Liechtenstein,Lichtenstein,https://www.ufl.li
Vilniaus universitetas,Lichtenstein,http://www.vu.lt
Vilniaus Gedimino technikos universitetas,Lichtenstein,http://www.vgtu.lt
Lietuvos edukologijos universitetas,Lichtenstein,http://www.leu.lt
Vilniaus dailes akademija,Lichtenstein,http://www.vda.lt
Lietuvos muzikos ir teatro akademija,Lichtenstein,http://www.lmta.lt
Mykolo Romerio universitetas,Lichtenstein,http://www.mruni.eu
Generolo Jono Žemaicio Lietuvos karo akademija,Lichtenstein,http://www.lka.lt
Kauno technologijos universitetas,Lichtenstein,http://www.ktu.lt
Vytauto Didžiojo universitetas,Lichtenstein,http://www.vdu.lt
Aleksandro Stulginskio universitetas,Lichtenstein,http://www.asu.lt
Lietuvos sporto universitetas,Lichtenstein,http://www.lsu.lt
Klaipedos universitetas,Lichtenstein,http://www.ku.lt
Šiauliu universitetas,Lichtenstein,http://www.su.lt
Viešoji istaiga Vilniaus universiteto Tarptautinio verslo mokykla,Lichtenstein,http://www.vm.vu.lt/en
"Kazimieras Simonavicius University, UAB",Lichtenstein,http://www.ksu.lt
"ISM Vadybos ir ekonomikos universitetas, UAB",Lichtenstein,http://www.ism.lt
Viešoji istaiga LCC Tarptautinis universitetas,Lichtenstein,http://www.lcc.lt
Vilniaus kolegija,Lichtenstein,http://www.viko.lt
Vilniaus technologiju ir dizaino kolegija,Lichtenstein,http://www.vtdko.lt
Kauno kolegija,Lichtenstein,http://www.kaunokolegija.lt
Kauno technikos kolegija,Lichtenstein,https://www.lik.tech/en
Kauno mišku ir aplinkos inžinerijos kolegija,Lichtenstein,http://www.kmaik.lt
Klaipedos valstybine kolegija,Lichtenstein,http://www.kvk.lt
Lietuvos aukštoji jureivystes mokykla,Lichtenstein,http://www.lajm.lt
Alytaus kolegija,Lichtenstein,http://alytauskolegija.lt/en/
Panevežio kolegija,Lichtenstein,http://www.panko.lt
Šiauliu valstybine kolegija,Lichtenstein,http://www.svako.lt
Marijampoles kolegija,Lichtenstein,http://www.marko.lt
Utenos kolegija,Lichtenstein,http://www.utenos-kolegija.lt
Žemaitijos kolegija,Lichtenstein,http://www.zemko.lt
"Tarptautine teises ir verslo aukštoji mokykla, UAB",Lichtenstein,http://www.ttvam.lt
Viešoji istaiga Vilniaus verslo kolegija,Lichtenstein,http://www.kolegija.lt
"Vilniaus kooperacijos kolegija, VšI",Lichtenstein,http://www.vkk.lt
Viešoji istaiga Kolpingo kolegija,Lichtenstein,http://kolegija.kolping.lt
"Klaipedos verslo aukštoji mokykla, UAB",Lichtenstein,http://www.kvam.lt
Viešoji istaiga Socialiniu mokslu kolegija,Lichtenstein,http://www.smk.lt
"Viešoji istaiga ""Europos Humanitarinis Universitetas""",Lichtenstein,http://www.ehu.lt
Vilniaus dizaino kolegija,Lichtenstein,http://www.dizainokolegija.lt
V.A. Graiciuno aukštoji vadybos mokykla,Lichtenstein,http://www.avm.lt
Viešoji istaiga Šiaures Lietuvos kolegija,Lichtenstein,http://www.slk.lt
Viešoji istaiga Lietuvos verslo kolegija,Lichtenstein,http://www.ltvk.lt
Lietuvos sveikatos mokslu universitetas,Lichtenstein,http://www.lsmuni.lt
"Balstoges universiteto filialas ""Ekonomikos-informatikos fakultetas""",Lichtenstein,http://www.uwb.lt
Šv. Ignaco Lojolos kolegija,Lichtenstein,http://www.ilk.lt/en
Université du Luxembourg,Luxembourg,http://wwwfr.uni.lu/
LUNEX University,Luxembourg,http://www.lunex-university.net
Luxembourg  School of Business,Luxembourg,https://luxsb.lu/
Latvijas Universitate,Latvia,http://www.lu.lv
Rigas Tehniska universitate,Latvia,http://www.rtu.lv
Rigas Stradina universitate,Latvia,http://www.rsu.lv
Latvia University of Life Sciences and Technologies,Latvia,http://www.llu.lv
Daugavpils Universitate,Latvia,http://www.du.lv
Liepajas Universitate,Latvia,http://www.liepu.lv
Latvijas Kulturas akademija,Latvia,http://www.lka.edu.lv
Latvijas Makslas akademija,Latvia,http://www.lma.lv
Jazepa Vitola Latvijas Muzikas akademija,Latvia,http://www.jvlma.lv
Latvijas Sporta Pedagogijas akademija,Latvia,http://www.lspa.lv
Latvijas Juras akademija,Latvia,http://www.latja.lv
Rigas Pedagogijas un izglitibas vadibas augstskola,Latvia,http://www.rpiva.lv
Rēzeknes Tehnoloģiju akadēmija,Latvia,https://rta.lv/
"Rigas Ekonomikas augstskola ""Stockholm School of Economics in Riga""",Latvia,http://www.sseriga.edu
Ventspils augstskola,Latvia,http://www.venta.lv
Vidzemes augstskola,Latvia,http://www.va.lv
Banku augstskola,Latvia,http://www.ba.lv
"Biznesa, mākslas un tehnoloģiju augstskola RISEBA",Latvia,http://www.riseba.lv
Biznesa augstskola Turiba,Latvia,http://www.turiba.lv
"Sociala darba un socialas pedagogijas augstskola ""Attistiba""",Latvia,http://www.attistiba.lv
Latvijas Kristiga akademija,Latvia,http://www.kra.lv
Baltijas Starptautiska akademija,Latvia,http://www.bsa.edu.lv
Socialo tehnologiju augstskola,Latvia,http://www.sta-edu.lv
Rigas Aeronavigacijas instituts,Latvia,http://www.rai.lv
Informacijas sistemu menedžmenta augstskola,Latvia,http://www.isma.lv
Ekonomikas un kulturas augstskola,Latvia,http://www.augstskola.lv/?lng=eng
Baltijas psihologijas un menedžmenta augstskola,Latvia,http://www.psy.lv
Transporta un sakaru instituts,Latvia,http://www.tsi.lv
Rigas Juridiska augstskola,Latvia,http://www.rgsl.edu.lv
Rigas Celtniecibas koledža,Latvia,http://www.rck.lv
"Profesionālās izglītības kompetences centrs  ""RĪGAS TEHNISKĀ KOLEDŽA""",Latvia,http://www.rtk.lv
LKA Latvijas Kultūras koledža,Latvia,http://www.kulturaskoledza.lv
Liepajas Jurniecibas koledža,Latvia,http://www.ljk.lv
Jekabpils Agrobiznesa koledža,Latvia,http://www.jak.lv
Socialas integracijas valsts agenturas koledža,Latvia,http://www.siva.gov.lv
Daugavpils Universitātes Daugavpils medicīnas koledža,Latvia,https://dmk.lv/
Malnavas koledža,Latvia,https://malnavaskoledza.lv/
LU P. Stradina medicinas koledža,Latvia,http://www.psk.lu.lv
Latvijas Universitates Rigas Medicinas koledža (LU RMK),Latvia,http://www.rmkoledza.lu.lv
Rigas Stradina universitates Sarkana Krusta medicinas koledža,Latvia,http://www.rcmc.lv
Latvijas Universitātes Rīgas 1. medicīnas koledža,Latvia,http://www.rmk1.lv
Valsts Policijas koledža,Latvia,http://www.policijas.koledza.gov.lv
Alberta koledža,Latvia,http://www.alberta-koledza.lv
Juridiska koledža,Latvia,https://jk.lv/
Gramatvedibas un finanšu koledža,Latvia,http://www.koledza.lv
Biznesa vadibas koledža,Latvia,http://www.bvk.lv
Starptautiskā Kosmetoloģijas koledža,Latvia,https://skk.lv/
Latvijas Biznesa koledža,Latvia,http://www.biznesakoledza.lv
Eiropas Tālmācības augstskola,Latvia,http://www.augstskola.com
Novikontas Jūras koledža,Latvia,https://novikontas.org/college/lv
Latvijas Nacionālā aizsardzības akadēmija,Latvia,https://www.naa.mil.lv/lv
Univerzitet Crne Gore,Montenegro,https://www.ucg.ac.me/
Univerzitet Donja Gorica,Montenegro,https://www.udg.edu.me/en/
Univerziteta Mediteran,Montenegro,http://unimediteran.net/index.php/en/
Fakultet za državne i evropske studije,Montenegro,http://www.fdes.me/?lang=en#
Fakultet za poslovni menadžment - Bar,Montenegro,http://www.fpm.me/
Fakultet za mediteranske i poslovne studije Tivat,Montenegro,http://www.fms-tivat.me/
Fakultet za menadžment Herceg Novi,Montenegro,https://www.fm-hn.com/
Fakultet za biznis i turizam Budva,Montenegro,http://www.fbt-budva.com/index.php?lang=en
Fakultet za poslovnu ekonomiju i pravo Bar,Montenegro,http://fpebar.me/
Pomorski fakultet Bar,Montenegro,http://www.pfbar.me/
"Univerzitet ""Adriatik"" Bar",Montenegro,https://www.univerzitetadriatik.com/
Fakultet za crnogorski jezik i književnost,Montenegro,http://www.fcjk.me/en/
Државен Универзитет во Тетово,North Mecedonia,http://www.unite.edu.mk/
Универзитет „Св. Кирил и Методиј“ во Скопје,North Mecedonia,http://www.ukim.edu.mk/
Универзитет „Св. Климент Охридски“ - Битола,North Mecedonia,http://www.uklo.edu.mk/
Универзитет „Гоце Делчев“ - Штип,North Mecedonia,http://www.ugd.edu.mk/index.php/en/
"Универзитет за информатички науки и технологии ""Св. Апостол Павле""",North Mecedonia,http://uist.edu.mk/
Meѓународниот Универзитет во Струга,North Mecedonia,https://iust.edu.mk/
Прв приватен европски универзитет „Република Македонија“- Скопје,North Mecedonia,http://www.eurm.edu.mk/
Универзитет на Југоисточна Европа - Тетово,North Mecedonia,https://www.seeu.edu.mk/
Универзитетот Американ Колеџ  - Скопје,North Mecedonia,https://uacs.edu.mk/home/
Прв приватен универзитет - Фон Универзитет - Скопје,North Mecedonia,http://www.fon.edu.mk/?ln=mk
МИТ Универзитет,North Mecedonia,http://www.mit.edu.mk/
Универзитет за Туризам и Менаџмент,North Mecedonia,http://www.utms.edu.mk/
"Меѓународен балкански универзитет, Скопје",North Mecedonia,http://ibu.edu.mk/
Меѓународен славјански универзитет „Гаврило Романович Державин“ - Свети Николе,North Mecedonia,https://msu.edu.mk/?lang=en
Универзитет „Мајка Тереза“,North Mecedonia,https://unt.edu.mk/en/
Меѓународен универзитет „Визион“,North Mecedonia,http://www.vizyon.edu.mk/
Бизнис-академија „Смилевски“ - Скопје,North Mecedonia,http://www.bas.edu.mk/
University of Malta (L'Universita` ta` Malta),North Mecedonia,http://www.um.edu.mt
"Malta College of Arts, Science & Technology",North Mecedonia,http://www.mcast.edu.mt/
Institute of Tourism Studies,North Mecedonia,http://www.its.edu.mt/
Institute for Education,North Mecedonia,https://instituteforeducation.gov.mt/en/Pages/default.aspx
Idea Academy,North Mecedonia,https://mt.ideaeducation.com/
Malta Leadership Institute,North Mecedonia,https://maltaleadershipinstitute.com/
Pegaso International,North Mecedonia,https://pegasointernational.eu/
Malta ICOM Educational,North Mecedonia,https://icomedicine.com/
Future Focus,North Mecedonia,https://futurefocus.com.mt/
Triagon Academy,North Mecedonia,https://www.triagon.mt/de/
European Forensic Institute Limited,North Mecedonia,https://www.eufor.eu/
Global College Malta,North Mecedonia,https://gcm.edu.mt/
Universiteit van Amsterdam,Amsterdam,http://www.uva.nl/
Vrije Universiteit Amsterdam,Amsterdam,http://www.vu.nl/
Technische Universiteit Delft,Amsterdam,http://www.tudelft.nl/
Technische Universiteit Eindhoven,Amsterdam,http://www.tue.nl/
Universiteit Twente,Amsterdam,http://www.utwente.nl/
Rijksuniversiteit Groningen,Amsterdam,http://www.rug.nl/
Universiteit Leiden,Amsterdam,http://www.leidenuniv.nl/
Universiteit Maastricht,Amsterdam,http://www.maastrichtuniversity.nl/
Radboud Universiteit Nijmegen,Amsterdam,http://www.ru.nl/
Erasmus Universiteit Rotterdam,Amsterdam,http://www.eur.nl/
Universiteit van Tilburg,Amsterdam,http://www.tilburguniversity.edu/
Universiteit Utrecht,Amsterdam,http://www.uu.nl/
Wageningen Universiteit,Amsterdam,http://www.wageningenur.nl/
Open Universiteit,Amsterdam,http://www.ou.nl/
Universiteit voor Humanistiek,Amsterdam,http://www.uvh.nl/
Nyenrode Business Universiteit,Amsterdam,http://www.nyenrode.nl
Protestantse Theologische Universiteit,Amsterdam,http://www.pthu.nl/
Theologische Universiteit Utrecht,Amsterdam,https://tuu.nl/
Theologische Universiteit Apeldoorn,Amsterdam,http://www.tua.nl/
"Codarts, Hogeschool voor de Kunsten",Amsterdam,http://www.codarts.nl/
Amsterdamse Hogeschool voor de Kunsten,Amsterdam,http://www.ahk.nl/
ArtEZ Hogeschool voor de Kunsten,Amsterdam,http://www.artez.nl/
Avans Hogeschool,Amsterdam,http://www.avans.nl/
CAH Vilentum Hogeschool,Amsterdam,http://www.cahvilentum.eu/
Driestar Hogeschool,Amsterdam,http://www.driestar-educatief.nl/
Christelijke Hogeschool Ede,Amsterdam,http://www.che.nl/
Stenden Hogeschool,Amsterdam,http://www.stenden.com/
Christelijke Hogeschool Windesheim,Amsterdam,http://www.windesheim.nl/
Design Academy Eindhoven,Amsterdam,http://www.designacademy.nl/
Fontys Hogescholen,Amsterdam,http://fontys.nl/
Viaa Gereformeerde Hogeschool,Amsterdam,http://www.gh.nl/
Gerrit Rietveld Academie,Amsterdam,http://www.gerritrietveldacademie.nl/
De Haagse Hogeschool,Amsterdam,http://www.dehaagsehogeschool.nl/
Hanzehogeschool Groningen,Amsterdam,http://www.hanze.nl/
HAS Green Academy,Amsterdam,https://www.has.nl/
Hotelschool Den Haag,Amsterdam,http://hotelschool.nl/
Hogeschool De Kempel,Amsterdam,http://www.kempel.nl/
Hogeschool Edith Stein,Amsterdam,http://www.saxion.nl/
Hogeschool Helicon,Amsterdam,http://www.hhelicon.nl/
Hogeschool INHOLLAND,Amsterdam,http://www.inholland.nl/
Hogeschool IPABO,Amsterdam,https://www.ipabo.nl
Hogeschool Van Hall Larenstein,Amsterdam,http://www.vhluniversity.com/
Hogeschool Leiden,Amsterdam,http://www.hsleiden.nl/
Hogeschool Rotterdam,Amsterdam,http://www.hogeschoolrotterdam.nl/
Hogeschool van Amsterdam,Amsterdam,http://www.hva.nl/
Hogeschool van Arnhem en Nijmegen,Amsterdam,http://www.han.nl/
Koninklijke Academie van Beeldende Kunsten,Amsterdam,http://www.kabk.nl
Hogeschool Utrecht,Amsterdam,http://www.hu.nl/
Hogeschool voor de Kunsten Utrecht,Amsterdam,http://www.hku.nl
HZ University of Applied Sciences,Amsterdam,http://hz.nl
Zuyd Hogeschool,Amsterdam,http://www.zuyd.nl/
Iselinge Hogeschool,Amsterdam,http://www.iselinge.nl/
Katholieke PABO Zwolle,Amsterdam,http://www.kpz.nl/
Breda University of Applied Sciences,Amsterdam,http://www.nhtv.nl/
NHL Hogeschool,Amsterdam,https://www.nhlstenden.com/
Marnix Academie,Amsterdam,http://www.marnixacademie.nl
Stoas Wageningen Vilentum Hogeschool,Amsterdam,https://www.aereshogeschool.nl/faculteiten/wageningen%20nl
Aeres Hogeschool,Amsterdam,http://www.aeresuas.com/
Thomas More Hogeschool,Amsterdam,http://www.thomasmorehs.nl/
NHL Stenden Hogeschool,Amsterdam,http://www.nhlstenden.com/en
Transnationale Universiteit Limburg,Amsterdam,https://tul.edu/
Wittenborg University of Applied Sciences,Amsterdam,https://www.wittenborg.eu
Universitetet i Oslo,Norway,http://www.uio.no/english/
Universitetet i Bergen,Norway,http://www.uib.no/en
Universitetet i Tromsø - Norges arktiske universitet,Norway,http://en.uit.no/startsida
Norges teknisk-naturvitenskapelige universitet,Norway,http://www.ntnu.edu/
Norges miljø- og biovitenskapelige universitet,Norway,https://www.nmbu.no
Universitetet i Stavanger,Norway,https://www.uis.no/en
Universitetet i Agder,Norway,http://www.uia.no/en
